ame	ncbi	ko	pathway	pathname
726458	XP_006563495	K15593	map05215	Prostate cancer
726459	XP_016772189	K22984		
726460	XP_001122192	K23224		
726461	XP_026294864	K15009	map04724	Glutamatergic synapse
726463	XP_001122195	K01092	map00521	Streptomycin biosynthesis
726463	XP_001122195	K01092	map00562	Inositol phosphate metabolism
726463	XP_001122195	K01092	map01100	
726463	XP_001122195	K01092	map01110	Biosynthesis of secondary metabolites
726463	XP_001122195	K01092	map04070	Phosphatidylinositol signaling system
726468	XP_003251613	K11251	map03082	ATP-dependent chromatin remodeling
726468	XP_003251613	K11251	map04217	Necroptosis
726468	XP_003251613	K11251	map04613	Neutrophil extracellular trap formation
726468	XP_003251613	K11251	map05034	Alcoholism
726468	XP_003251613	K11251	map05322	Systemic lupus erythematosus
726469	XP_016769858	K11450	map04714	Thermogenesis
726470	XP_006566270			
726471	XP_006565333			
726472	XP_001122204			
726474	XP_016771842	K15208		
726476	XP_006563636	K00736	map00510	N-Glycan biosynthesis
726476	XP_006563636	K00736	map00513	Various types of N-glycan biosynthesis
726476	XP_006563636	K00736	map01100	
726478	XP_001122210	K04669		
726480	XP_001122212	K17435		
726481	XP_001122213	K01092	map00521	Streptomycin biosynthesis
726481	XP_001122213	K01092	map00562	Inositol phosphate metabolism
726481	XP_001122213	K01092	map01100	
726481	XP_001122213	K01092	map01110	Biosynthesis of secondary metabolites
726481	XP_001122213	K01092	map04070	Phosphatidylinositol signaling system
726482	XP_026297994	K11848		
726483	XP_016773003	K01870	map00970	Aminoacyl-tRNA biosynthesis
726486	XP_001120846			
726487	XP_001122218	K11252	map04613	Neutrophil extracellular trap formation
726487	XP_001122218	K11252	map05034	Alcoholism
726487	XP_001122218	K11252	map05203	Viral carcinogenesis
726487	XP_001122218	K11252	map05322	Systemic lupus erythematosus
726488	XP_026298944	K11841	map04139	Mitophagy - yeast
726492	XP_006563010	K09037		
726493	XP_026300965			
726494	XP_006560725	K01640	map00280	Valine, leucine and isoleucine degradation
726494	XP_006560725	K01640	map00650	Butanoate metabolism
726494	XP_006560725	K01640	map00907	Pinene, camphor and geraniol degradation
726494	XP_006560725	K01640	map01100	
726494	XP_006560725	K01640	map01120	Microbial metabolism in diverse environments
726494	XP_006560725	K01640	map04146	Peroxisome
726495	XP_001122227	K06910		
726496	XP_026295409	K21774	map04218	Cellular senescence
726497	XP_026296804	K17906	map04136	Autophagy - other
726497	XP_026296804	K17906	map04138	Autophagy - yeast
726497	XP_026296804	K17906	map04140	Autophagy - animal
726497	XP_026296804	K17906	map05010	Alzheimer disease
726497	XP_026296804	K17906	map05014	Amyotrophic lateral sclerosis
726497	XP_026296804	K17906	map05016	Huntington disease
726497	XP_026296804	K17906	map05017	Spinocerebellar ataxia
726497	XP_026296804	K17906	map05022	Pathways of neurodegeneration - multiple diseases
726498	XP_001122230	K17780		
726500	XP_026297917	K03237	map04137	Mitophagy - animal
726500	XP_026297917	K03237	map04138	Autophagy - yeast
726500	XP_026297917	K03237	map04140	Autophagy - animal
726500	XP_026297917	K03237	map04141	Protein processing in endoplasmic reticulum
726500	XP_026297917	K03237	map04210	Apoptosis
726500	XP_026297917	K03237	map04932	Non-alcoholic fatty liver disease
726500	XP_026297917	K03237	map05010	Alzheimer disease
726500	XP_026297917	K03237	map05012	Parkinson disease
726500	XP_026297917	K03237	map05014	Amyotrophic lateral sclerosis
726500	XP_026297917	K03237	map05020	Prion disease
726500	XP_026297917	K03237	map05022	Pathways of neurodegeneration - multiple diseases
726500	XP_026297917	K03237	map05160	Hepatitis C
726500	XP_026297917	K03237	map05162	Measles
726500	XP_026297917	K03237	map05164	Influenza A
726500	XP_026297917	K03237	map05168	Herpes simplex virus 1 infection
726500	XP_026297917	K03237	map05417	Lipid and atherosclerosis
726501	XP_026296512	K01599	map00860	Porphyrin metabolism
726501	XP_026296512	K01599	map01100	
726501	XP_026296512	K01599	map01110	Biosynthesis of secondary metabolites
726501	XP_026296512	K01599	map01240	Biosynthesis of cofactors
726504	XP_006558932	K26250		
726505	XP_001122237			
726506	XP_001122238	K10405	map04814	Motor proteins
726508	XP_026299500	K21396		
726509	XP_001122241	K13121		
726510	XP_001122242	K05866	map04010	MAPK signaling pathway
726510	XP_001122242	K05866	map04110	Cell cycle
726510	XP_001122242	K05866	map04914	Progesterone-mediated oocyte maturation
726510	XP_001122242	K05866	map05206	MicroRNAs in cancer
726513	XP_001122245	K05683	map02010	ABC transporters
726513	XP_001122245	K05683	map04975	Fat digestion and absorption
726513	XP_001122245	K05683	map04976	Bile secretion
726513	XP_001122245	K05683	map04979	Cholesterol metabolism
726514	XP_016768899	K08045	map00230	Purine metabolism
726514	XP_016768899	K08045	map01100	
726514	XP_016768899	K08045	map01522	Endocrine resistance
726514	XP_016768899	K08045	map04015	Rap1 signaling pathway
726514	XP_016768899	K08045	map04022	cGMP-PKG signaling pathway
726514	XP_016768899	K08045	map04024	cAMP signaling pathway
726514	XP_016768899	K08045	map04062	Chemokine signaling pathway
726514	XP_016768899	K08045	map04072	Phospholipase D signaling pathway
726514	XP_016768899	K08045	map04114	Oocyte meiosis
726514	XP_016768899	K08045	map04211	Longevity regulating pathway
726514	XP_016768899	K08045	map04213	Longevity regulating pathway - multiple species
726514	XP_016768899	K08045	map04261	Adrenergic signaling in cardiomyocytes
726514	XP_016768899	K08045	map04270	Vascular smooth muscle contraction
726514	XP_016768899	K08045	map04371	Apelin signaling pathway
726514	XP_016768899	K08045	map04540	Gap junction
726514	XP_016768899	K08045	map04611	Platelet activation
726514	XP_016768899	K08045	map04713	Circadian entrainment
726514	XP_016768899	K08045	map04714	Thermogenesis
726514	XP_016768899	K08045	map04723	Retrograde endocannabinoid signaling
726514	XP_016768899	K08045	map04724	Glutamatergic synapse
726514	XP_016768899	K08045	map04725	Cholinergic synapse
726514	XP_016768899	K08045	map04726	Serotonergic synapse
726514	XP_016768899	K08045	map04727	GABAergic synapse
726514	XP_016768899	K08045	map04728	Dopaminergic synapse
726514	XP_016768899	K08045	map04750	Inflammatory mediator regulation of TRP channels
726514	XP_016768899	K08045	map04911	Insulin secretion
726514	XP_016768899	K08045	map04912	GnRH signaling pathway
726514	XP_016768899	K08045	map04913	Ovarian steroidogenesis
726514	XP_016768899	K08045	map04914	Progesterone-mediated oocyte maturation
726514	XP_016768899	K08045	map04915	Estrogen signaling pathway
726514	XP_016768899	K08045	map04916	Melanogenesis
726514	XP_016768899	K08045	map04918	Thyroid hormone synthesis
726514	XP_016768899	K08045	map04921	Oxytocin signaling pathway
726514	XP_016768899	K08045	map04923	Regulation of lipolysis in adipocytes
726514	XP_016768899	K08045	map04924	Renin secretion
726514	XP_016768899	K08045	map04925	Aldosterone synthesis and secretion
726514	XP_016768899	K08045	map04926	Relaxin signaling pathway
726514	XP_016768899	K08045	map04927	Cortisol synthesis and secretion
726514	XP_016768899	K08045	map04928	Parathyroid hormone synthesis, secretion and action
726514	XP_016768899	K08045	map04934	Cushing syndrome
726514	XP_016768899	K08045	map04935	Growth hormone synthesis, secretion and action
726514	XP_016768899	K08045	map04970	Salivary secretion
726514	XP_016768899	K08045	map04971	Gastric acid secretion
726514	XP_016768899	K08045	map04972	Pancreatic secretion
726514	XP_016768899	K08045	map04976	Bile secretion
726514	XP_016768899	K08045	map05012	Parkinson disease
726514	XP_016768899	K08045	map05030	Cocaine addiction
726514	XP_016768899	K08045	map05031	Amphetamine addiction
726514	XP_016768899	K08045	map05032	Morphine addiction
726514	XP_016768899	K08045	map05034	Alcoholism
726514	XP_016768899	K08045	map05163	Human cytomegalovirus infection
726514	XP_016768899	K08045	map05166	Human T-cell leukemia virus 1 infection
726514	XP_016768899	K08045	map05200	Pathways in cancer
726514	XP_016768899	K08045	map05207	Chemical carcinogenesis - receptor activation
726514	XP_016768899	K08045	map05414	Dilated cardiomyopathy
726515	XP_001122247	K24230		
726521	XP_001120800			
726522	XP_006570387	K00846	map00051	Fructose and mannose metabolism
726522	XP_006570387	K00846	map01100	
726522	XP_006570387	K00846	map01120	Microbial metabolism in diverse environments
726524	XP_016770975	K14437		
726525	XP_001122254	K06228	map04341	Hedgehog signaling pathway - fly
726526	NP_001161192			
726527	XP_001122256			
726528	XP_026301354	K09056	map04710	Circadian rhythm
726529	XP_026295412			
726530	XP_026296807	K17653		
726532	XP_026297479	K25614		
726535	XP_006567496	K04585	map04080	Neuroactive ligand-receptor interaction
726535	XP_006567496	K04585	map04928	Parathyroid hormone synthesis, secretion and action
726535	XP_006567496	K04585	map04961	Endocrine and other factor-regulated calcium reabsorption
726537	XP_016769238	K13181		
726538	XP_006571839	K09327		
726540	XP_006562865	K00558	map00270	Cysteine and methionine metabolism
726540	XP_006562865	K00558	map01100	
726540	XP_006562865	K00558	map05206	MicroRNAs in cancer
726541	XP_026295203	K06270	map04022	cGMP-PKG signaling pathway
726541	XP_026295203	K06270	map04024	cAMP signaling pathway
726541	XP_026295203	K06270	map04270	Vascular smooth muscle contraction
726541	XP_026295203	K06270	map04510	Focal adhesion
726541	XP_026295203	K06270	map04611	Platelet activation
726541	XP_026295203	K06270	map04810	Regulation of actin cytoskeleton
726541	XP_026295203	K06270	map04921	Oxytocin signaling pathway
726541	XP_026295203	K06270	map05205	Proteoglycans in cancer
726542	XP_003251619	K11253	map04613	Neutrophil extracellular trap formation
726542	XP_003251619	K11253	map05034	Alcoholism
726542	XP_003251619	K11253	map05131	Shigellosis
726542	XP_003251619	K11253	map05202	Transcriptional misregulation in cancer
726542	XP_003251619	K11253	map05322	Systemic lupus erythematosus
726543	XP_003249728	K18751		
726544	XP_001122271	K15424		
726545	XP_001122272	K08193		
726546	XP_006566277	K13135		
726547	XP_006560410	K27896		
726548	XP_001122276	K16449		
726550	XP_001122278	K10049	map05152	Tuberculosis
726551	XP_026296821	K10777	map03450	Non-homologous end-joining
726552	XP_006570274	K12158		
726554	XP_026294852	K01296		
726560	XP_001122287	K08193		
726562	XP_016767240	K08333	map04136	Autophagy - other
726562	XP_016767240	K08333	map04138	Autophagy - yeast
726562	XP_016767240	K08333	map04140	Autophagy - animal
726562	XP_016767240	K08333	map04371	Apelin signaling pathway
726562	XP_016767240	K08333	map05010	Alzheimer disease
726562	XP_016767240	K08333	map05014	Amyotrophic lateral sclerosis
726562	XP_016767240	K08333	map05016	Huntington disease
726562	XP_016767240	K08333	map05017	Spinocerebellar ataxia
726562	XP_016767240	K08333	map05022	Pathways of neurodegeneration - multiple diseases
726562	XP_016767240	K08333	map05131	Shigellosis
726564	XP_001122291			
726566	XP_016772372	K22869		
726567	NP_001229912	K19026	map05014	Amyotrophic lateral sclerosis
726567	NP_001229912	K19026	map05022	Pathways of neurodegeneration - multiple diseases
726568	XP_006562160	K15201		
726569	XP_006570272	K17796		
726570	XP_026294960	K24940		
726571	XP_001122299	K19283		
726572	XP_006558929			
726578	XP_001122304	K08193		
726579	XP_001122306			
726580	XP_026300085	K14861		
726582	XP_001122309	K06532	map05202	Transcriptional misregulation in cancer
726583	XP_006565937	K03509	map01524	Platinum drug resistance
726583	XP_006565937	K03509	map03460	Fanconi anemia pathway
726584	XP_006560957	K04560	map04130	SNARE interactions in vesicular transport
726584	XP_006560957	K04560	map04721	Synaptic vesicle cycle
726584	XP_006560957	K04560	map04911	Insulin secretion
726584	XP_006560957	K04560	map05016	Huntington disease
726584	XP_006560957	K04560	map05022	Pathways of neurodegeneration - multiple diseases
726584	XP_006560957	K04560	map05031	Amphetamine addiction
726585	XP_026296057	K19703		
726586	XP_026297927	K14805		
726587	XP_006564753	K23588		
726589	XP_001122316			
726590	XP_026302055	K08683	map00280	Valine, leucine and isoleucine degradation
726590	XP_026302055	K08683	map01100	
726590	XP_026302055	K08683	map01110	Biosynthesis of secondary metabolites
726590	XP_026302055	K08683	map05010	Alzheimer disease
726590	XP_026302055	K08683	map05022	Pathways of neurodegeneration - multiple diseases
726591	XP_026295543	K27917		
726592	XP_006562848			
726594	XP_001122321	K09086		
726595	XP_001122322	K17637	map04014	Ras signaling pathway
726595	XP_001122322	K17637	map05132	Salmonella infection
726597	XP_026300388			
726598	XP_026300350	K12813	map03040	Spliceosome
726599	XP_026300613	K01283	map04614	Renin-angiotensin system
726599	XP_026300613	K01283	map04924	Renin secretion
726599	XP_026300613	K01283	map05142	Chagas disease
726599	XP_026300613	K01283	map05171	Coronavirus disease - COVID-19
726599	XP_026300613	K01283	map05410	Hypertrophic cardiomyopathy
726599	XP_026300613	K01283	map05415	Diabetic cardiomyopathy
726600	XP_026300694	K19685		
726601	XP_001122328			
726602	XP_016767111	K16543		
726605	XP_001122332	K08597		
726608	XP_006561636	K27397		
726609	XP_006557421	K20791		
726611	XP_001122336			
726612	XP_006566669	K04405	map04010	MAPK signaling pathway
726613	XP_001122338			
726615	XP_006563783			
726616	XP_001122341			
726617	XP_006559666	K17429		
726619	XP_001122344	K11656	map03082	ATP-dependent chromatin remodeling
726620	XP_026297098	K01527	map04214	Apoptosis - fly
726625	XP_006569796			
726626	XP_016769342	K00604	map00970	Aminoacyl-tRNA biosynthesis
726626	XP_016769342	K00604	map01100	
726629	XP_001120735			
726631	XP_001122354	K10262		
726632	NP_001257760			
726633	XP_026295651	K20308		
726636	XP_006559668	K22863		
726637	XP_001122360	K08337	map04136	Autophagy - other
726637	XP_001122360	K08337	map04138	Autophagy - yeast
726637	XP_001122360	K08337	map04140	Autophagy - animal
726637	XP_001122360	K08337	map04216	Ferroptosis
726637	XP_001122360	K08337	map04613	Neutrophil extracellular trap formation
726638	XP_016769408	K10887	map03450	Non-homologous end-joining
726638	XP_016769408	K10887	map05340	Primary immunodeficiency
726639	XP_001122362			
726642	XP_026298578	K10866	map03440	Homologous recombination
726642	XP_026298578	K10866	map03450	Non-homologous end-joining
726642	XP_026298578	K10866	map04218	Cellular senescence
726643	XP_001122365			
726644	NP_001158281	K18188		
726646	XP_026296210	K14999		
726647	XP_026295549			
726648	XP_001122369			
726649	XP_006564883	K25389		
726650	XP_006563508	K12259	map00330	Arginine and proline metabolism
726650	XP_006563508	K12259	map00410	beta-Alanine metabolism
726650	XP_006563508	K12259	map01100	
726651	XP_016772168	K10895	map03460	Fanconi anemia pathway
726653	XP_001122374	K09539		
726654	XP_026296533	K10185		
726655	XP_006557594	K06774		
726656	XP_001122377	K16815		
726657	XP_016768990			
726658	XP_001122379			
726661	XP_026297742			
726662	XP_006558428	K18170		
726664	XP_001122385	K19573		
726666	XP_001122387	K15141		
726667	XP_026301850	K23336		
726668	XP_001122389	K23353	map04820	Cytoskeleton in muscle cells
726669	XP_001122391			
726670	XP_006564878			
726671	XP_016767252	K04491	map04310	Wnt signaling pathway
726671	XP_016767252	K04491	map04390	Hippo signaling pathway
726671	XP_016767252	K04491	map04520	Adherens junction
726671	XP_016767252	K04491	map04916	Melanogenesis
726671	XP_016767252	K04491	map04934	Cushing syndrome
726671	XP_016767252	K04491	map04936	Alcoholic liver disease
726671	XP_016767252	K04491	map05132	Salmonella infection
726671	XP_016767252	K04491	map05165	Human papillomavirus infection
726671	XP_016767252	K04491	map05167	Kaposi sarcoma-associated herpesvirus infection
726671	XP_016767252	K04491	map05200	Pathways in cancer
726671	XP_016767252	K04491	map05210	Colorectal cancer
726671	XP_016767252	K04491	map05213	Endometrial cancer
726671	XP_016767252	K04491	map05215	Prostate cancer
726671	XP_016767252	K04491	map05216	Thyroid cancer
726671	XP_016767252	K04491	map05217	Basal cell carcinoma
726671	XP_016767252	K04491	map05221	Acute myeloid leukemia
726671	XP_016767252	K04491	map05224	Breast cancer
726671	XP_016767252	K04491	map05225	Hepatocellular carcinoma
726671	XP_016767252	K04491	map05226	Gastric cancer
726671	XP_016767252	K04491	map05412	Arrhythmogenic right ventricular cardiomyopathy
726672	XP_026297086			
726673	XP_006559738	K17406		
