ame	ncbi	ko	amepathway	amepathname
725241	XP_016770007	K09614		
725243	XP_026299687			
725244	XP_026299526	K07870	ame04137	Mitophagy - animal - Apis mellifera (honey bee)
725244	XP_026299526	K07870	ame04214	Apoptosis - fly - Apis mellifera (honey bee)
725245	XP_001121117	K16678	ame04013	MAPK signaling pathway - fly - Apis mellifera (honey bee)
725245	XP_001121117	K16678	ame04214	Apoptosis - fly - Apis mellifera (honey bee)
725245	XP_001121117	K16678	ame04391	Hippo signaling pathway - fly - Apis mellifera (honey bee)
725246	XP_016770959			
725247	XP_006558600	K15442		
725248	XP_016772317	K13708	ame04148	Efferocytosis - Apis mellifera (honey bee)
725250	XP_026301256	K01312	ame04080	Neuroactive ligand-receptor interaction - Apis mellifera (honey bee)
725251	XP_006559461			
725252	XP_001121123	K15326		
725253	XP_003250159	K24624		
725254	XP_001121126			
725255	XP_006560080			
725256	NP_001257753			
725258	XP_001121130	K10251	ame00062	Fatty acid elongation - Apis mellifera (honey bee)
725258	XP_001121130	K10251	ame01040	Biosynthesis of unsaturated fatty acids - Apis mellifera (honey bee)
725258	XP_001121130	K10251	ame01100	
725258	XP_001121130	K10251	ame01212	Fatty acid metabolism - Apis mellifera (honey bee)
725259	NP_001177977	K03260		
725260	XP_001121132			
725261	XP_001121133	K01672	ame00910	Nitrogen metabolism - Apis mellifera (honey bee)
725261	XP_001121133	K01672	ame01100	
725263	XP_001121135	K21247	ame04140	Autophagy - animal - Apis mellifera (honey bee)
725264	XP_001121136			
725266	XP_026296227	K26501	ame00510	N-Glycan biosynthesis - Apis mellifera (honey bee)
725266	XP_026296227	K26501	ame00513	Various types of N-glycan biosynthesis - Apis mellifera (honey bee)
725266	XP_026296227	K26501	ame04141	Protein processing in endoplasmic reticulum - Apis mellifera (honey bee)
725267	XP_026296876			
725268	XP_006572265			
725269	XP_026296195			
725270	XP_026294936	K08596		
725272	XP_001120132	K11253		
725273	XP_001120347			
725274	XP_001120471	K08683	ame00280	Valine, leucine and isoleucine degradation - Apis mellifera (honey bee)
725274	XP_001120471	K08683	ame01100	
725279	XP_001121147			
725281	XP_016772830	K00026	ame00020	Citrate cycle (TCA cycle) - Apis mellifera (honey bee)
725281	XP_016772830	K00026	ame00270	Cysteine and methionine metabolism - Apis mellifera (honey bee)
725281	XP_016772830	K00026	ame00620	Pyruvate metabolism - Apis mellifera (honey bee)
725281	XP_016772830	K00026	ame00630	Glyoxylate and dicarboxylate metabolism - Apis mellifera (honey bee)
725281	XP_016772830	K00026	ame01100	
725281	XP_016772830	K00026	ame01200	Carbon metabolism - Apis mellifera (honey bee)
725283	XP_001121151			
725284	XP_016767448	K00698	ame00520	Amino sugar and nucleotide sugar metabolism - Apis mellifera (honey bee)
725284	XP_016767448	K00698	ame01100	
725286	XP_026299085	K15198		
725287	XP_001121155	K10758		
725288	XP_026299490	K24124		
725289	XP_006570450			
725290	XP_006558549	K09275		
725291	XP_001121159	K02959	ame03010	Ribosome - Apis mellifera (honey bee)
725294	XP_026294901	K16667		
725295	XP_026302270	K20281		
725297	NP_001229923	K08471		
725298	XP_016767563	K03858	ame00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Apis mellifera (honey bee)
725298	XP_016767563	K03858	ame01100	
725299	XP_001121167	K06928	ame00230	Purine metabolism - Apis mellifera (honey bee)
725299	XP_001121167	K06928	ame00730	Thiamine metabolism - Apis mellifera (honey bee)
725299	XP_001121167	K06928	ame01100	
725299	XP_001121167	K06928	ame01232	Nucleotide metabolism - Apis mellifera (honey bee)
725300	NP_001257754			
725301	XP_001121169	K09191		
725302	XP_006561923	K09339		
725303	XP_001121172	K25794		
725305	XP_006572650			
725306	XP_006558646	K15192		
725308	XP_001120186	K11251	ame03082	ATP-dependent chromatin remodeling - Apis mellifera (honey bee)
725309	XP_001120351			
725310	XP_001120242	K13504	ame04130	SNARE interactions in vesicular transport - Apis mellifera (honey bee)
725311	XP_001120198	K27896		
725312	XP_003250346	K10418	ame04814	Motor proteins - Apis mellifera (honey bee)
725315	XP_001119960	K03960	ame00190	Oxidative phosphorylation - Apis mellifera (honey bee)
725315	XP_001119960	K03960	ame01100	
725316	XP_001120146	K27164	ame03060	Protein export - Apis mellifera (honey bee)
725317	XP_001121177	K26244		
725318	XP_016773334			
725320	XP_001121180	K20823		
725323	XP_006564475	K11273		
725324	XP_001121184	K14570	ame03008	Ribosome biogenesis in eukaryotes - Apis mellifera (honey bee)
725325	XP_006564785	K00036	ame00030	Pentose phosphate pathway - Apis mellifera (honey bee)
725325	XP_006564785	K00036	ame00480	Glutathione metabolism - Apis mellifera (honey bee)
725325	XP_006564785	K00036	ame01100	
725325	XP_006564785	K00036	ame01200	Carbon metabolism - Apis mellifera (honey bee)
725326	XP_001121186			
725327	XP_001121187	K08545	ame04013	MAPK signaling pathway - fly - Apis mellifera (honey bee)
725328	XP_001121188			
725329	XP_001121189			
725330	XP_001121190	K02328	ame03030	DNA replication - Apis mellifera (honey bee)
725330	XP_001121190	K02328	ame03410	Base excision repair - Apis mellifera (honey bee)
725330	XP_001121190	K02328	ame03420	Nucleotide excision repair - Apis mellifera (honey bee)
725330	XP_001121190	K02328	ame03430	Mismatch repair - Apis mellifera (honey bee)
725330	XP_001121190	K02328	ame03440	Homologous recombination - Apis mellifera (honey bee)
725331	XP_006559646			
725332	XP_026298161	K14303	ame03013	Nucleocytoplasmic transport - Apis mellifera (honey bee)
725334	XP_026297954	K23728		
725335	XP_001121195	K15004		
725336	XP_006567540	K27896		
725337	XP_006572385	K03650		
725341	XP_016767481			
725343	XP_026301979	K00803	ame00565	Ether lipid metabolism - Apis mellifera (honey bee)
725343	XP_026301979	K00803	ame01100	
725343	XP_026301979	K00803	ame04146	Peroxisome - Apis mellifera (honey bee)
725344	XP_003251626	K11252		
725345	XP_006563324	K07851		
725346	XP_006565018	K05038		
725348	XP_006571175	K08735	ame03430	Mismatch repair - Apis mellifera (honey bee)
725350	XP_001121210	K09183		
725351	XP_026299848	K01785	ame00010	Glycolysis / Gluconeogenesis - Apis mellifera (honey bee)
725351	XP_026299848	K01785	ame00052	Galactose metabolism - Apis mellifera (honey bee)
725351	XP_026299848	K01785	ame01100	
725352	XP_001121212	K12626	ame03018	RNA degradation - Apis mellifera (honey bee)
725352	XP_001121212	K12626	ame03040	Spliceosome - Apis mellifera (honey bee)
725353	XP_006562326			
725354	XP_016771408			
725357	XP_001121217			
725358	XP_001121218	K22940		
725359	XP_016766963	K03440		
725360	XP_001121220	K19757		
725361	XP_006562213			
725362	XP_026296449	K11434	ame04068	FoxO signaling pathway - Apis mellifera (honey bee)
725363	XP_001121223	K01823	ame00900	Terpenoid backbone biosynthesis - Apis mellifera (honey bee)
725363	XP_001121223	K01823	ame01100	
725364	XP_016767919			
725365	XP_006570980	K13248	ame00750	Vitamin B6 metabolism - Apis mellifera (honey bee)
725365	XP_006570980	K13248	ame01100	
725365	XP_006570980	K13248	ame01240	Biosynthesis of cofactors - Apis mellifera (honey bee)
725366	XP_006564335	K23413		
725368	XP_001121229	K04733	ame04624	Toll and Imd signaling pathway - Apis mellifera (honey bee)
725370	XP_006564670			
725372	NP_001165877			
725374	XP_006562044	K04432	ame04013	MAPK signaling pathway - fly - Apis mellifera (honey bee)
725374	XP_006562044	K04432	ame04624	Toll and Imd signaling pathway - Apis mellifera (honey bee)
725376	XP_026302175	K16751		
725378	XP_003249581	K14537	ame03008	Ribosome biogenesis in eukaryotes - Apis mellifera (honey bee)
725379	XP_001120192			
725380	XP_006563422			
725382	NP_001071288			
725383	XP_026298716	K02923	ame03010	Ribosome - Apis mellifera (honey bee)
725384	NP_001128415	K22984		
725386	XP_026302087			
725387	XP_001121241			
725388	XP_006571749	K13983		
725389	XP_001121244			
725390	XP_006558610	K24399		
725391	XP_026299903			
725393	XP_001121248	K15308		
725394	XP_016772111	K14453		
725395	XP_026301491	K14163	ame00860	Porphyrin metabolism - Apis mellifera (honey bee)
725395	XP_026301491	K14163	ame00970	Aminoacyl-tRNA biosynthesis - Apis mellifera (honey bee)
725395	XP_026301491	K14163	ame01100	
725395	XP_026301491	K14163	ame01240	Biosynthesis of cofactors - Apis mellifera (honey bee)
725396	XP_001121250	K12881	ame03013	Nucleocytoplasmic transport - Apis mellifera (honey bee)
725396	XP_001121250	K12881	ame03015	mRNA surveillance pathway - Apis mellifera (honey bee)
725396	XP_001121250	K12881	ame03040	Spliceosome - Apis mellifera (honey bee)
725397	XP_001121251	K15687		
725400	XP_001121254	K00457	ame00130	Ubiquinone and other terpenoid-quinone biosynthesis - Apis mellifera (honey bee)
725400	XP_001121254	K00457	ame00350	Tyrosine metabolism - Apis mellifera (honey bee)
725400	XP_001121254	K00457	ame00360	Phenylalanine metabolism - Apis mellifera (honey bee)
725400	XP_001121254	K00457	ame01100	
725400	XP_001121254	K00457	ame01240	Biosynthesis of cofactors - Apis mellifera (honey bee)
725401	XP_001121255	K12622	ame03018	RNA degradation - Apis mellifera (honey bee)
725401	XP_001121255	K12622	ame03040	Spliceosome - Apis mellifera (honey bee)
725404	XP_026296530	K05692	ame03082	ATP-dependent chromatin remodeling - Apis mellifera (honey bee)
725404	XP_026296530	K05692	ame04145	Phagosome - Apis mellifera (honey bee)
725404	XP_026296530	K05692	ame04391	Hippo signaling pathway - fly - Apis mellifera (honey bee)
725404	XP_026296530	K05692	ame04745	Phototransduction - fly - Apis mellifera (honey bee)
725404	XP_026296530	K05692	ame04814	Motor proteins - Apis mellifera (honey bee)
725404	XP_026296530	K05692	ame04820	Cytoskeleton in muscle cells - Apis mellifera (honey bee)
725405	XP_026297330	K10848	ame03420	Nucleotide excision repair - Apis mellifera (honey bee)
725405	XP_026297330	K10848	ame03460	Fanconi anemia pathway - Apis mellifera (honey bee)
725406	XP_026297768	K08827		
725407	XP_006564338	K09322		
725408	XP_006569451			
725409	XP_026296469	K24242	ame00240	Pyrimidine metabolism - Apis mellifera (honey bee)
725409	XP_026296469	K24242	ame01100	
725409	XP_026296469	K24242	ame01232	Nucleotide metabolism - Apis mellifera (honey bee)
725414	XP_006570899	K11253		
725415	XP_006571498	K21918		
725416	XP_001120253	K11095	ame03040	Spliceosome - Apis mellifera (honey bee)
725417	XP_016768399			
725418	XP_001121269	K10739	ame03030	DNA replication - Apis mellifera (honey bee)
725418	XP_001121269	K10739	ame03420	Nucleotide excision repair - Apis mellifera (honey bee)
725418	XP_001121269	K10739	ame03430	Mismatch repair - Apis mellifera (honey bee)
725418	XP_001121269	K10739	ame03440	Homologous recombination - Apis mellifera (honey bee)
725418	XP_001121269	K10739	ame03460	Fanconi anemia pathway - Apis mellifera (honey bee)
725419	XP_001121270			
725420	XP_001121271	K05038		
725421	XP_016771358			
725422	XP_006566173			
725424	XP_016770163			
725426	XP_001121276			
725427	XP_001121277			
725429	XP_001121279	K24864		
725432	XP_001121282	K02921	ame03010	Ribosome - Apis mellifera (honey bee)
725434	XP_001121284			
725435	XP_026296407	K11844	ame03083	Polycomb repressive complex - Apis mellifera (honey bee)
725436	XP_026297344	K24155	ame04142	Lysosome - Apis mellifera (honey bee)
725438	XP_026298009	K14445		
725439	XP_003249883			
725441	XP_026294799	K14778		
725444	XP_026301763			
725450	XP_001120346	K11251	ame03082	ATP-dependent chromatin remodeling - Apis mellifera (honey bee)
725452	XP_001120519			
725453	XP_003249385	K04547	ame04745	Phototransduction - fly - Apis mellifera (honey bee)
725455	XP_026300714	K01623	ame00010	Glycolysis / Gluconeogenesis - Apis mellifera (honey bee)
725455	XP_026300714	K01623	ame00030	Pentose phosphate pathway - Apis mellifera (honey bee)
725455	XP_026300714	K01623	ame00051	Fructose and mannose metabolism - Apis mellifera (honey bee)
725455	XP_026300714	K01623	ame01100	
725455	XP_026300714	K01623	ame01200	Carbon metabolism - Apis mellifera (honey bee)
725455	XP_026300714	K01623	ame01230	Biosynthesis of amino acids - Apis mellifera (honey bee)
725456	XP_006565021			
725457	XP_026302089	K03440		
725458	XP_006571172	K18201	ame00310	Lysine degradation - Apis mellifera (honey bee)
725458	XP_006571172	K18201	ame01100	
725459	XP_006571427			
725460	XP_001121303			
725461	XP_026299125	K10348		
725462	XP_001121305	K08193		
725465	XP_003250974	K02214		
725467	XP_026300900	K03870	ame04120	Ubiquitin mediated proteolysis - Apis mellifera (honey bee)
725468	XP_006563431	K24684		
725469	XP_026301567	K11498	ame04814	Motor proteins - Apis mellifera (honey bee)
725470	XP_006561418			
725473	XP_006568827			
725474	XP_001121316	K11455	ame03083	Polycomb repressive complex - Apis mellifera (honey bee)
725475	XP_016767214	K22564		
725477	XP_001121319			
725478	XP_001121320	K27921		
725479	XP_026297066	K10408	ame04814	Motor proteins - Apis mellifera (honey bee)
725480	XP_001121323	K22037		
725481	XP_006559866			
725482	XP_001121325	K00016	ame00010	Glycolysis / Gluconeogenesis - Apis mellifera (honey bee)
725482	XP_001121325	K00016	ame00270	Cysteine and methionine metabolism - Apis mellifera (honey bee)
725482	XP_001121325	K00016	ame00620	Pyruvate metabolism - Apis mellifera (honey bee)
725482	XP_001121325	K00016	ame00640	Propanoate metabolism - Apis mellifera (honey bee)
725482	XP_001121325	K00016	ame01100	
725483	XP_016768876	K08471		
725485	XP_026298224	K16449		
725486	XP_026298460	K19612		
725489	XP_016773395			
725491	XP_001120476			
725492	XP_026296856	K17917	ame04144	Endocytosis - Apis mellifera (honey bee)
725494	XP_001121331			
725495	XP_001121332	K09321		
725496	XP_001121333	K15266		
725498	XP_016770966			
725500	XP_026300242			
725501	XP_006558558	K21286		
725502	XP_001121339	K09452		
725503	XP_006560023	K08867		
725504	XP_006561049	K09309		
725505	XP_026301239	K17346		
725506	XP_026294829			
725509	NP_001257758			
725510	XP_001121347	K26229		
725511	XP_006567803	K01384	ame04150	mTOR signaling pathway - Apis mellifera (honey bee)
725511	XP_006567803	K01384	ame04310	Wnt signaling pathway - Apis mellifera (honey bee)
725512	XP_006560091	K18420		
725513	XP_006570949	K22037		
725515	XP_006564329			
725516	XP_006568346	K23504		
725518	XP_001121355	K10742	ame03030	DNA replication - Apis mellifera (honey bee)
725523	XP_006572257	K25472		
725524	XP_026297294	K22909		
725527	XP_001121362	K00411	ame00190	Oxidative phosphorylation - Apis mellifera (honey bee)
725527	XP_001121362	K00411	ame01100	
725527	XP_001121362	K00411	ame04148	Efferocytosis - Apis mellifera (honey bee)
725528	XP_001121363	K13168		
725529	XP_026296678	K00825	ame00310	Lysine degradation - Apis mellifera (honey bee)
725529	XP_026296678	K00825	ame00380	Tryptophan metabolism - Apis mellifera (honey bee)
725529	XP_026296678	K00825	ame01100	
725529	XP_026296678	K00825	ame01210	2-Oxocarboxylic acid metabolism - Apis mellifera (honey bee)
725530	XP_006561216			
725532	XP_001121365			
725534	NP_001229506	K15421		
725536	XP_001121369	K16780		
725538	XP_001121371	K17407		
725539	XP_026299115	K01836	ame00520	Amino sugar and nucleotide sugar metabolism - Apis mellifera (honey bee)
725539	XP_026299115	K01836	ame01100	
725539	XP_026299115	K01836	ame01250	Biosynthesis of nucleotide sugars - Apis mellifera (honey bee)
725540	XP_001121373			
725541	XP_026300183	K20694	ame04624	Toll and Imd signaling pathway - Apis mellifera (honey bee)
725542	XP_001121375			
725543	XP_001121376			
725546	XP_016767115	K11795		
725547	XP_026296145			
725548	XP_026296237			
725550	XP_001121383	K06699	ame03050	Proteasome - Apis mellifera (honey bee)
725551	XP_026296431	K10802	ame03410	Base excision repair - Apis mellifera (honey bee)
725551	XP_026296431	K10802	ame04140	Autophagy - animal - Apis mellifera (honey bee)
725552	XP_006569964	K03018	ame03020	RNA polymerase - Apis mellifera (honey bee)
725555	XP_026297421	K03265	ame03015	mRNA surveillance pathway - Apis mellifera (honey bee)
725556	XP_016768971	K19677		
725557	XP_006561931			
725558	XP_026298427			
725562	XP_026298955			
725563	XP_026298732			
725565	XP_001120134	K13125		
725566	XP_001120412	K00237	ame00020	Citrate cycle (TCA cycle) - Apis mellifera (honey bee)
725566	XP_001120412	K00237	ame00190	Oxidative phosphorylation - Apis mellifera (honey bee)
725566	XP_001120412	K00237	ame01100	
725566	XP_001120412	K00237	ame01200	Carbon metabolism - Apis mellifera (honey bee)
725568	XP_001120653			
725569	XP_026296357	K15278		
725570	XP_006561346			
725571	XP_006564672	K10956	ame03060	Protein export - Apis mellifera (honey bee)
725571	XP_006564672	K10956	ame04141	Protein processing in endoplasmic reticulum - Apis mellifera (honey bee)
725571	XP_006564672	K10956	ame04145	Phagosome - Apis mellifera (honey bee)
725572	XP_001120479	K19770		
725573	XP_001120020			
725574	XP_006562011			
725575	XP_003250560			
725576	XP_001121399	K22985		
725577	XP_006562930			
725578	XP_006565580			
725579	XP_026298919	K10908		
725580	XP_006558096			
725581	XP_026299833	K13855		
725583	XP_001121406	K20120		
725584	XP_006560031	K20396	ame04150	mTOR signaling pathway - Apis mellifera (honey bee)
725586	XP_001121410	K20777		
725587	XP_006563169	K24594		
725588	XP_026295020	K20631		
725589	XP_006569064	K16459		
725590	XP_001121415	K09360		
725591	XP_026295156	K16681	ame04391	Hippo signaling pathway - fly - Apis mellifera (honey bee)
725592	XP_001121418	K14137		
