K14018	dme:Dmel_CG5105
K20797	dme:Dmel_CG13287
K19941	dme:Dmel_CG3985
K20631	dme:Dmel_CG42316
K19947	dme:Dmel_CG33208
K20820	dme:Dmel_CG17180
K04950	dme:Dmel_CG42701
K04944	dme:Dmel_CG10706
K13279	dme:Dmel_CG1633
K20028	dme:Dmel_CG1407
K20028	dme:Dmel_CG17287
K22559	dme:Dmel_CG12106
K05175	dme:Dmel_CG7446
K22566	dme:Dmel_CG2371
K01255	dme:Dmel_CG32063
K01255	dme:Dmel_CG13340
K04974	dme:Dmel_CG5842
K20051	dme:Dmel_CG8909
K20053	dme:Dmel_CG31092
K20053	dme:Dmel_CG31094
K20125	dme:Dmel_CG43479
K20126	dme:Dmel_CG42388
K20056	dme:Dmel_CG11546
K04994	dme:Dmel_CG42638
K20045	dme:Dmel_CG1099
K20163	dme:Dmel_CG12737
K20096	dme:Dmel_CG3561
K20095	dme:Dmel_CG14100
K20101	dme:Dmel_CG32533
K20102	dme:Dmel_CG6422
K09254	dme:Dmel_CG6794
K04428	dme:Dmel_CG7717
K05022	dme:Dmel_CG10997
K20180	dme:Dmel_CG8454
K14233	dme:Dmel_CR34080
K20210	dme:Dmel_CG12212
K20071	dme:Dmel_CG8948
K20184	dme:Dmel_CG18028
K20217	dme:Dmel_CG2574
K20221	dme:Dmel_CG32164
K20183	dme:Dmel_CG7146
K20222	dme:Dmel_CG1059
K20173	dme:Dmel_CG11448
K20178	dme:Dmel_CG10144
K20185	dme:Dmel_CG30077
K20223	dme:Dmel_CG7935
K20189	dme:Dmel_CG6856
K20186	dme:Dmel_CG34255
K20067	dme:Dmel_CG12473
K14165	dme:Dmel_CG34099
K04392	dme:Dmel_CG8556
K20194	dme:Dmel_CG4966
K20068	dme:Dmel_CG6192
K20069	dme:Dmel_CG9132
K09260	dme:Dmel_CG1429
K20193	dme:Dmel_CG12855
K20190	dme:Dmel_CG14562
K20195	dme:Dmel_CG11926
K16061	dme:Dmel_CG12284
K06689	dme:Dmel_CG7425
K20226	dme:Dmel_CG5619
K20227	dme:Dmel_CG4790
K20228	dme:Dmel_CG11411
K20229	dme:Dmel_CG10334
K20232	dme:Dmel_CG15085
K20225	dme:Dmel_CG43122
K01376	dme:Dmel_CG16979
K04450	dme:Dmel_CG44246
K20241	dme:Dmel_CG34133
K20242	dme:Dmel_CG11727
K04233	dme:Dmel_CG2872
K20244	dme:Dmel_CG9211
K20245	dme:Dmel_CG32796
K20230	dme:Dmel_CG12283
K20231	dme:Dmel_CG1044
K20233	dme:Dmel_CG10108
K20234	dme:Dmel_CG2079
K20235	dme:Dmel_CG12437
K20279	dme:Dmel_CG6562
K20314	dme:Dmel_CG17184
K20286	dme:Dmel_CG4557
K20179	dme:Dmel_CG32350
K20308	dme:Dmel_CG17569
K20317	dme:Dmel_CG8110
K05627	dme:Dmel_CG32082
K20129	dme:Dmel_CG41099
K20217	dme:Dmel_CG5440
K10176	dme:Dmel_CG3578
K20293	dme:Dmel_CG1968
K12480	dme:Dmel_CG4030
K20310	dme:Dmel_CG4953
K20135	dme:Dmel_CG8134
K20303	dme:Dmel_CG9298
K20281	dme:Dmel_CG10703
K20282	dme:Dmel_CG3532
K20315	dme:Dmel_CG1412
K20316	dme:Dmel_CG5934
K20128	dme:Dmel_CG33558
K20131	dme:Dmel_CG9139
K04994	dme:Dmel_CG8743
K20309	dme:Dmel_CG11396
K20160	dme:Dmel_CG18659
K20304	dme:Dmel_CG6196
K20123	dme:Dmel_CG33094
K20164	dme:Dmel_CG7852
K20280	dme:Dmel_CG10153
K20289	dme:Dmel_CG6177
K20295	dme:Dmel_CG6488
K20174	dme:Dmel_CG3860
K20302	dme:Dmel_CG3911
K20290	dme:Dmel_CG3248
K20292	dme:Dmel_CG6549
K20176	dme:Dmel_CG12241
K20300	dme:Dmel_CG1359
K20288	dme:Dmel_CG4848
K20196	dme:Dmel_CG7293
K20294	dme:Dmel_CG31040
K20301	dme:Dmel_CG5161
K20291	dme:Dmel_CG7456
K20296	dme:Dmel_CG15087
K20299	dme:Dmel_CG3338
K20211	dme:Dmel_CG17228
K20216	dme:Dmel_CG7850
K20301	dme:Dmel_CG9067
K20318	dme:Dmel_CG11753
K20307	dme:Dmel_CG6623
K20306	dme:Dmel_CG2478
K20298	dme:Dmel_CG7371
K20278	dme:Dmel_CG10426
K20305	dme:Dmel_CG8793
K20283	dme:Dmel_CG3493
K20217	dme:Dmel_CG6720
K08840	dme:Dmel_CG16973
K04975	dme:Dmel_CG4536
K20669	dme:Dmel_CG12763
K20181	dme:Dmel_CG3093
K20121	dme:Dmel_CG15015
K20168	dme:Dmel_CG11490
K20182	dme:Dmel_CG12230
K20187	dme:Dmel_CG34131
K20188	dme:Dmel_CG14133
K20191	dme:Dmel_CG9770
K20100	dme:Dmel_CG12076
K09280	dme:Dmel_CG34145
K20220	dme:Dmel_CG9856
K20224	dme:Dmel_CG5252
K20346	dme:Dmel_CG33104
K20346	dme:Dmel_CG33105
K20397	dme:Dmel_CG14184
K20398	dme:Dmel_CG5189
K20404	dme:Dmel_CG12090
K20399	dme:Dmel_CG14977
K20405	dme:Dmel_CG9104
K20353	dme:Dmel_CG32654
K20406	dme:Dmel_CG8783
K20396	dme:Dmel_CG6182
K20368	dme:Dmel_CG5855
K20359	dme:Dmel_CG1418
K20393	dme:Dmel_CG10373
K02580	dme:Dmel_CG11992
K20360	dme:Dmel_CG5745
K20364	dme:Dmel_CG12817
K20364	dme:Dmel_CG17271
K20367	dme:Dmel_CG7011
K22937	dme:Dmel_CG42863
K20472	dme:Dmel_CG3948
K20471	dme:Dmel_CG14813
K20465	dme:Dmel_CG1513
K05273	dme:Dmel_CG7535
K26157	dme:Dmel_CG9913
K20347	dme:Dmel_CG3564
K20347	dme:Dmel_CG9308
K20349	dme:Dmel_CG1967
K14825	dme:Dmel_CG9053
K20368	dme:Dmel_CG17262
K20358	dme:Dmel_CG11061
K20362	dme:Dmel_CG5484
K20366	dme:Dmel_CG4293
K20403	dme:Dmel_CG16908
K20407	dme:Dmel_CG7074
K20369	dme:Dmel_CG6202
K20408	dme:Dmel_CG7609
K20363	dme:Dmel_CG12404
K20409	dme:Dmel_CG4705
K20410	dme:Dmel_CG10105
K20371	dme:Dmel_CG32190
K20372	dme:Dmel_CG17883
K20352	dme:Dmel_CG11785
K20351	dme:Dmel_CG10733
K20520	dme:Dmel_CG10083
K20476	dme:Dmel_CG9063
K20526	dme:Dmel_CG14996
K20526	dme:Dmel_CG4696
K20526	dme:Dmel_CG5023
K20474	dme:Dmel_CG8605
K20477	dme:Dmel_CG1116
K20493	dme:Dmel_CG1399
K04371	dme:Dmel_CG12559
K05181	dme:Dmel_CG10537
K20674	dme:Dmel_CG31217
K21749	dme:Dmel_CG32220
K20629	dme:Dmel_CG40494
K20630	dme:Dmel_CG3208
K20656	dme:Dmel_CG10723
K20640	dme:Dmel_CG6477
K20649	dme:Dmel_CG3421
K20670	dme:Dmel_CG10810
K20632	dme:Dmel_CG34389
K20672	dme:Dmel_CG16705
K20675	dme:Dmel_CG2056
K25762	dme:Dmel_CG11539
K07525	dme:Dmel_CG42665
K21763	dme:Dmel_CG7337
K20704	dme:Dmel_CG8114
K05312	dme:Dmel_CG4128
K20700	dme:Dmel_CG16910
K20693	dme:Dmel_CG32382
K20697	dme:Dmel_CG6895
K05313	dme:Dmel_CG8681
K20701	dme:Dmel_CG15678
K20696	dme:Dmel_CG1365
K05769	dme:Dmel_CG43976
K20692	dme:Dmel_CG5008
K20694	dme:Dmel_CG6134
K20689	dme:Dmel_CG43102
K20693	dme:Dmel_CG32383
K20696	dme:Dmel_CG1367
K05313	dme:Dmel_CG9935
K20637	dme:Dmel_CG42274
K05312	dme:Dmel_CG12414
K05312	dme:Dmel_CG2302
K05312	dme:Dmel_CG11348
K05312	dme:Dmel_CG5610
K20673	dme:Dmel_CG5896
K02373	dme:Dmel_CG12297
K14219	dme:Dmel_CR34078
K05312	dme:Dmel_CG32538
K05312	dme:Dmel_CG32975
K20699	dme:Dmel_CG5576
K20703	dme:Dmel_CG8400
K20695	dme:Dmel_CG18108
K20698	dme:Dmel_CG1857
K12035	dme:Dmel_CG42396
K20804	dme:Dmel_CG17019
K20638	dme:Dmel_CG4755
K20641	dme:Dmel_CG32149
K04734	dme:Dmel_CG5848
K09254	dme:Dmel_CG6667
K20639	dme:Dmel_CG17082
K20647	dme:Dmel_CG10538
K20655	dme:Dmel_CG1976
K05312	dme:Dmel_CG6844
K05312	dme:Dmel_CG6798
K24350	dme:Dmel_CG8892
K08745	dme:Dmel_CG44252
K08745	dme:Dmel_CG46149
K00106	dme:Dmel_CG18516
K00106	dme:Dmel_CG18519
K00274	dme:Dmel_CG13611
K00106	dme:Dmel_CG18522
K19572	dme:Dmel_CG32178
K01937	dme:Dmel_CG45070
K08098	dme:Dmel_CG45068
K07819	dme:Dmel_CG30037
K00731	dme:Dmel_CG2975
K00731	dme:Dmel_CG2983
K00731	dme:Dmel_CG3119
K00731	dme:Dmel_CG34056
K00731	dme:Dmel_CG34057
K00731	dme:Dmel_CG34451
K00731	dme:Dmel_CG34452
K13218	dme:Dmel_CG31000
K20724	dme:Dmel_CG9159
K13356	dme:Dmel_CG10097
K13356	dme:Dmel_CG13091
K13356	dme:Dmel_CG1441
K13356	dme:Dmel_CG14893
K13356	dme:Dmel_CG17560
K13356	dme:Dmel_CG17562
K13356	dme:Dmel_CG18031
K13356	dme:Dmel_CG30427
K13356	dme:Dmel_CG34342
K13356	dme:Dmel_CG4020
K13356	dme:Dmel_CG4770
K16860	dme:Dmel_CG43345
K01047	dme:Dmel_CG30503
K20777	dme:Dmel_CG6744
K05313	dme:Dmel_CG42315
K01052	dme:Dmel_CG18301
K20721	dme:Dmel_CG33113
K13754	dme:Dmel_CG5348
K13577	dme:Dmel_CG6893
K15104	dme:Dmel_CG18418
K15104	dme:Dmel_CG7514
K15107	dme:Dmel_CG12201
K15108	dme:Dmel_CG2857
K15112	dme:Dmel_CG18340
K15112	dme:Dmel_CG9064
K15117	dme:Dmel_CG18324
K19770	dme:Dmel_CG11269
K15626	dme:Dmel_CG6770
K16866	dme:Dmel_CG6281
K13963	dme:Dmel_CG10956
K01052	dme:Dmel_CG6113
K01052	dme:Dmel_CG8823
K13370	dme:Dmel_CG3603
K13506	dme:Dmel_CG15450
K01049	dme:Dmel_CG4757
K01312	dme:Dmel_CG12388
K01312	dme:Dmel_CG33159
K01312	dme:Dmel_CG33160
K09037	dme:Dmel_CG9954
K01173	dme:Dmel_CG31682
K13982	dme:Dmel_CG46282
K05313	dme:Dmel_CG10633
K05313	dme:Dmel_CG14585
K05313	dme:Dmel_CG7385
K20840	dme:Dmel_CG42514
K00699	dme:Dmel_CG2788
K00011	dme:Dmel_CG10638
K00011	dme:Dmel_CG40064
K00078	dme:Dmel_CG13280
K00078	dme:Dmel_CG3597
K01183	dme:Dmel_CG43374
K00326	dme:Dmel_CG7914
K01512	dme:Dmel_CG34161
K19269	dme:Dmel_CG32487
K19269	dme:Dmel_CG32488
K19269	dme:Dmel_CG5577
K14677	dme:Dmel_CG6738
K15013	dme:Dmel_CG4500
K00699	dme:Dmel_CG17324
K05313	dme:Dmel_CG7234
K02146	dme:Dmel_CG4624
K13238	dme:Dmel_CG4592
K13238	dme:Dmel_CG4594
K01092	dme:Dmel_CG17027
K00416	dme:Dmel_CG41623
K00420	dme:Dmel_CG43206
K02272	dme:Dmel_CG44296
K02151	dme:Dmel_CG15719
K00858	dme:Dmel_CG6145
K17529	dme:Dmel_CG7001
K02183	dme:Dmel_CG17770
K02183	dme:Dmel_CG30378
K02183	dme:Dmel_CG31960
K02183	dme:Dmel_CG5024
K17610	dme:Dmel_CG14362
K13807	dme:Dmel_CG44746
K17617	dme:Dmel_CG12078
K01379	dme:Dmel_CG13095
K01379	dme:Dmel_CG17134
K05313	dme:Dmel_CG10101
K20839	dme:Dmel_CG7156
K20858	dme:Dmel_CG18769
K20840	dme:Dmel_CG15890
K20730	dme:Dmel_CG8824
K15779	dme:Dmel_CG10202
K00750	dme:Dmel_CG44244
K10249	dme:Dmel_CG17821
K10249	dme:Dmel_CG18609
K13356	dme:Dmel_CG10096
K01052	dme:Dmel_CG11406
K04249	dme:Dmel_CG7665
K01539	dme:Dmel_CG45062
K01539	dme:Dmel_CG45760
K04578	dme:Dmel_CG12370
K04599	dme:Dmel_CG16992
K03098	dme:Dmel_CG4604
K13443	dme:Dmel_CG31410
K13443	dme:Dmel_CG3153
K13443	dme:Dmel_CG3934
K19363	dme:Dmel_CG13511
K19363	dme:Dmel_CG13516
K19363	dme:Dmel_CG30269
K19363	dme:Dmel_CG30273
K19363	dme:Dmel_CG4250
K20818	dme:Dmel_CG10681
K20823	dme:Dmel_CG4065
K00772	dme:Dmel_CG31115
K18201	dme:Dmel_CG31751
K11142	dme:Dmel_CG18369
K00472	dme:Dmel_CG15864
K00472	dme:Dmel_CG31013
K00472	dme:Dmel_CG31021
K01557	dme:Dmel_CG5793
K11140	dme:Dmel_CG2111
K11140	dme:Dmel_CG31343
K11140	dme:Dmel_CG31445
K11140	dme:Dmel_CG3502
K11140	dme:Dmel_CG9806
K00799	dme:Dmel_CG30005
K00799	dme:Dmel_CG33177
K00799	dme:Dmel_CG33178
K13667	dme:Dmel_CG31139
K07542	dme:Dmel_CG44239
K11800	dme:Dmel_CG42233
K11878	dme:Dmel_CG13319
K11278	dme:Dmel_CG7911
K14963	dme:Dmel_CG10931
K19192	dme:Dmel_CG11006
K11643	dme:Dmel_CG9594
K18405	dme:Dmel_CG8920
K13982	dme:Dmel_CG46283
K16465	dme:Dmel_CG31802
K10421	dme:Dmel_CG5020
K10436	dme:Dmel_CG15306
K10436	dme:Dmel_CG18190
K10436	dme:Dmel_CG31907
K10436	dme:Dmel_CG32371
K16717	dme:Dmel_CG3980
K16732	dme:Dmel_CG1655
K19385	dme:Dmel_CG11760
K05397	dme:Dmel_CG7411
K05397	dme:Dmel_CG14723
K05313	dme:Dmel_CG5621
K20726	dme:Dmel_CG8372
K11529	dme:Dmel_CG9886
K12872	dme:Dmel_CG14641
K21032	dme:Dmel_CG3253
K21121	dme:Dmel_CG18177
K21013	dme:Dmel_CG10352
K21013	dme:Dmel_CG2680
K22984	dme:Dmel_CG11742
K22984	dme:Dmel_CG11767
K22984	dme:Dmel_CG12193
K22984	dme:Dmel_CG12501
K19283	dme:Dmel_CG9449
K21027	dme:Dmel_CG3021
K21108	dme:Dmel_CG32513
K05323	dme:Dmel_CG10864
K22555	dme:Dmel_CG4552
K20967	dme:Dmel_CG33048
K21138	dme:Dmel_CG11900
K21198	dme:Dmel_CG3988
K21198	dme:Dmel_CG6208
K08488	dme:Dmel_CG5081
K21245	dme:Dmel_CG17689
K21767	dme:Dmel_CG7261
K21232	dme:Dmel_CG42503
K22733	dme:Dmel_CG12292
K21358	dme:Dmel_CG8866
K04224	dme:Dmel_CG6515
K06691	dme:Dmel_CG6789
K21286	dme:Dmel_CG8253
K21643	dme:Dmel_CG1414
K07756	dme:Dmel_CG10082
K21412	dme:Dmel_CG8465
K23014	dme:Dmel_CG17684
K23014	dme:Dmel_CG45002
K21396	dme:Dmel_CG2759
K21396	dme:Dmel_CG4314
K21413	dme:Dmel_CG11168
K22940	dme:Dmel_CG4645
K22936	dme:Dmel_CG12918
K22984	dme:Dmel_CG13206
K22984	dme:Dmel_CG13225
K22984	dme:Dmel_CG13726
K22984	dme:Dmel_CG14156
K22984	dme:Dmel_CG14176
K22984	dme:Dmel_CG16960
K22984	dme:Dmel_CG17226
K22984	dme:Dmel_CG17241
K22984	dme:Dmel_CG17871
K22984	dme:Dmel_CG1978
K22984	dme:Dmel_CG1867
K22984	dme:Dmel_CG3206
K22984	dme:Dmel_CG12526
K22984	dme:Dmel_CG12697
K22984	dme:Dmel_CG12754
K22984	dme:Dmel_CG12931
K22984	dme:Dmel_CG13106
K22984	dme:Dmel_CG13158
K21398	dme:Dmel_CG3671
K04599	dme:Dmel_CG32853
K04599	dme:Dmel_CG32475
K04599	dme:Dmel_CG17084
K04599	dme:Dmel_CG30018
K21411	dme:Dmel_CG42391
K21411	dme:Dmel_CG8679
K23014	dme:Dmel_CG11319
K06691	dme:Dmel_CG13349
K21418	dme:Dmel_CG14716
K09084	dme:Dmel_CG11450
K04233	dme:Dmel_CG10001
K23002	dme:Dmel_CG13570
K21403	dme:Dmel_CG15385
K19511	dme:Dmel_CG5873
K21406	dme:Dmel_CG11405
K21413	dme:Dmel_CG4393
K22045	dme:Dmel_CG9650
K21424	dme:Dmel_CG34399
K21437	dme:Dmel_CG5742
K21439	dme:Dmel_CG4140
K21435	dme:Dmel_CG12342
K21554	dme:Dmel_CG13624
K11833	dme:Dmel_CG14619
K21486	dme:Dmel_CG5846
K22984	dme:Dmel_CG32403
K22984	dme:Dmel_CG32401
K22984	dme:Dmel_CG32402
K22984	dme:Dmel_CG3569
K22984	dme:Dmel_CG4231
K22984	dme:Dmel_CG7454
K22984	dme:Dmel_CG9700
K22984	dme:Dmel_CG9820
K22984	dme:Dmel_CG9880
K08469	dme:Dmel_CG43795
K21596	dme:Dmel_CG42332
K21598	dme:Dmel_CG3858
K21598	dme:Dmel_CG12245
K15890	dme:Dmel_CG40485
K21594	dme:Dmel_CG1410
K19269	dme:Dmel_CG11291
K21751	dme:Dmel_CG4185
K21752	dme:Dmel_CG10318
K16729	dme:Dmel_CG6198
K21771	dme:Dmel_CG5814
K21768	dme:Dmel_CG7861
K21770	dme:Dmel_CG3510
K24053	dme:Dmel_CG6619
K21766	dme:Dmel_CG31961
K21848	dme:Dmel_CG32442
K21863	dme:Dmel_CG1517
K18693	dme:Dmel_CG12746
K21879	dme:Dmel_CG43749
K22991	dme:Dmel_CG11975
K21842	dme:Dmel_CG8739
K21773	dme:Dmel_CG3480
K21774	dme:Dmel_CG15119
K21775	dme:Dmel_CG15929
K21776	dme:Dmel_CG6061
K21841	dme:Dmel_CG9339
K21843	dme:Dmel_CG8325
K21847	dme:Dmel_CG32506
K21852	dme:Dmel_CG11376
K21870	dme:Dmel_CG7380
K22938	dme:Dmel_CG11238
K21853	dme:Dmel_CG42533
K21877	dme:Dmel_CG5921
K23012	dme:Dmel_CG3589
K21878	dme:Dmel_CG13320
K21797	dme:Dmel_CG9128
K21798	dme:Dmel_CG7956
K19948	dme:Dmel_CG11259
K21844	dme:Dmel_CG6406
K21847	dme:Dmel_CG1695
K21862	dme:Dmel_CG34405
K26544	dme:Dmel_CG9528
K21894	dme:Dmel_CG9734
K21914	dme:Dmel_CG32810
K21918	dme:Dmel_CG10830
K21915	dme:Dmel_CG9467
K21754	dme:Dmel_CG10440
K21889	dme:Dmel_CG7188
K21890	dme:Dmel_CG2076
K03320	dme:Dmel_CG6499
K21919	dme:Dmel_CG14647
K04599	dme:Dmel_CG17061
K04599	dme:Dmel_CG31147
K22943	dme:Dmel_CG3652
K21891	dme:Dmel_CG10470
K21890	dme:Dmel_CG1287
K22990	dme:Dmel_CG3024
K21958	dme:Dmel_CG31145
K21987	dme:Dmel_CG3773
K21991	dme:Dmel_CG2708
K21970	dme:Dmel_CG4749
K01312	dme:Dmel_CG30025
K22984	dme:Dmel_CG10612
K08471	dme:Dmel_CG12622
K21989	dme:Dmel_CG11210
K03242	dme:Dmel_CG43665
K22762	dme:Dmel_CG6972
K22984	dme:Dmel_CG15302
K22984	dme:Dmel_CG14360
K22984	dme:Dmel_CG15377
K22984	dme:Dmel_CG18859
K22984	dme:Dmel_CG17250
K22984	dme:Dmel_CG16961
K22984	dme:Dmel_CG17867
K22984	dme:Dmel_CG17868
K22984	dme:Dmel_CG17885
K22984	dme:Dmel_CG17911
K22984	dme:Dmel_CG1854
K22984	dme:Dmel_CG31519
K22984	dme:Dmel_CG17916
K01044	dme:Dmel_CG17148
K06823	dme:Dmel_CG42543
K24195	dme:Dmel_CG10483
K00430	dme:Dmel_CG12896
K24309	dme:Dmel_CG43444
K22984	dme:Dmel_CG16755
K22984	dme:Dmel_CG15581
K03768	dme:Dmel_CG3966
K22037	dme:Dmel_CG3039
K04599	dme:Dmel_CG31720
K22037	dme:Dmel_CG34358
K22037	dme:Dmel_CG2977
K22037	dme:Dmel_CG7537
K22037	dme:Dmel_CG17063
K05746	dme:Dmel_CG15112
K22984	dme:Dmel_CG17584
K22984	dme:Dmel_CG17853
K22984	dme:Dmel_CG32825
K22984	dme:Dmel_CG33264
K22984	dme:Dmel_CG33478
K22984	dme:Dmel_CG6679
K22939	dme:Dmel_CG32069
K15890	dme:Dmel_CG1386
K13781	dme:Dmel_CG1607
K19476	dme:Dmel_CG10103
K21956	dme:Dmel_CG4025
K21988	dme:Dmel_CG46121
K21971	dme:Dmel_CG11109
K22037	dme:Dmel_CG10125
K22037	dme:Dmel_CG4590
K22037	dme:Dmel_CG1448
K22066	dme:Dmel_CG31126
K13525	dme:Dmel_CG2331
K22069	dme:Dmel_CG3717
K22070	dme:Dmel_CG1319
K22072	dme:Dmel_CG13623
K22128	dme:Dmel_CG44122
K22128	dme:Dmel_CG45783
K22984	dme:Dmel_CG5006
K22984	dme:Dmel_CG14157
K22078	dme:Dmel_CG16965
K22074	dme:Dmel_CG32500
K22074	dme:Dmel_CG32857
K22074	dme:Dmel_CG33502
K22138	dme:Dmel_CG14290
K22139	dme:Dmel_CG9399
K22071	dme:Dmel_CG4205
K22984	dme:Dmel_CG5540
K03595	dme:Dmel_CG7488
K22139	dme:Dmel_CG32832
K15890	dme:Dmel_CG3301
K15890	dme:Dmel_CG8757
K15890	dme:Dmel_CG9150
K22073	dme:Dmel_CG8043
K22145	dme:Dmel_CG30051
K15333	dme:Dmel_CG18596
K22077	dme:Dmel_CG4623
K22204	dme:Dmel_CG6264
K22182	dme:Dmel_CG2151
K22139	dme:Dmel_CG9396
K22984	dme:Dmel_CG9969
K09022	dme:Dmel_CG15261
K03377	dme:Dmel_CG2938
K07195	dme:Dmel_CG7127
K22068	dme:Dmel_CG9836
K22076	dme:Dmel_CG30404
K22329	dme:Dmel_CG30446
K22193	dme:Dmel_CG8090
K22203	dme:Dmel_CG18550
K22203	dme:Dmel_CG8063
K22985	dme:Dmel_CG12121
K23560	dme:Dmel_CG1322
K12482	dme:Dmel_CG31064
K22814	dme:Dmel_CG18208
K22204	dme:Dmel_CG7259
K22204	dme:Dmel_CG10173
K22204	dme:Dmel_CG12327
K23456	dme:Dmel_CG14995
K23456	dme:Dmel_CG15208
K14415	dme:Dmel_CG9987
K19511	dme:Dmel_CG6969
K19511	dme:Dmel_CG3477
K22255	dme:Dmel_CG5393
K24060	dme:Dmel_CG10362
K22285	dme:Dmel_CG42668
K22290	dme:Dmel_CG8507
K22262	dme:Dmel_CG14001
K22291	dme:Dmel_CG3522
K22808	dme:Dmel_CG10249
K22282	dme:Dmel_CG1998
K22255	dme:Dmel_CG13551
K22255	dme:Dmel_CG34423
K25476	dme:Dmel_CG5413
K24354	dme:Dmel_CG2264
K22375	dme:Dmel_CG11281
K22747	dme:Dmel_CG4199
K22746	dme:Dmel_CG4180
K01618	dme:Dmel_CG10501
K22377	dme:Dmel_CG32210
K22378	dme:Dmel_CG7694
K22390	dme:Dmel_CG1637
K22371	dme:Dmel_CG9576
K22380	dme:Dmel_CG14646
K22382	dme:Dmel_CG7611
K22376	dme:Dmel_CG11984
K01551	dme:Dmel_CG1598
K24652	dme:Dmel_CG6980
K22399	dme:Dmel_CG31453
K22403	dme:Dmel_CG7958
K22384	dme:Dmel_CG32022
K18849	dme:Dmel_CG3570
K22388	dme:Dmel_CG33545
K22383	dme:Dmel_CG11138
K22370	dme:Dmel_CG4238
K22371	dme:Dmel_CG5354
K22381	dme:Dmel_CG11414
K22400	dme:Dmel_CG6913
K22414	dme:Dmel_CG18259
K22414	dme:Dmel_CG6961
K11206	dme:Dmel_CG7067
K22420	dme:Dmel_CG15329
K22366	dme:Dmel_CG3887
K22422	dme:Dmel_CG2669
K13596	dme:Dmel_CG7904
K22470	dme:Dmel_CG14997
K22647	dme:Dmel_CG7332
K23860	dme:Dmel_CG30440
K23860	dme:Dmel_CG33275
K22455	dme:Dmel_CG32536
K22503	dme:Dmel_CG3821
K07232	dme:Dmel_CG2540
K05706	dme:Dmel_CG3956
K22564	dme:Dmel_CG46302
K19511	dme:Dmel_CG10211
K22530	dme:Dmel_CG4701
K22524	dme:Dmel_CG11009
K02295	dme:Dmel_CG2488
K22525	dme:Dmel_CG32296
K22533	dme:Dmel_CG11770
K22558	dme:Dmel_CG7168
K22449	dme:Dmel_CG12214
K22560	dme:Dmel_CG34039
K22659	dme:Dmel_CG11059
K01769	dme:Dmel_CG42636
K22641	dme:Dmel_CG1693
K22641	dme:Dmel_CG3638
K22536	dme:Dmel_CG13651
K22535	dme:Dmel_CG10016
K01769	dme:Dmel_CG42637
K22536	dme:Dmel_CG11849
K09205	dme:Dmel_CG42741
K05706	dme:Dmel_CG3758
K05706	dme:Dmel_CG4158
K22530	dme:Dmel_CG5395
K22544	dme:Dmel_CG9670
K22651	dme:Dmel_CG10981
K22656	dme:Dmel_CG15427
K05052	dme:Dmel_CG9918
K22755	dme:Dmel_CG1104
K22696	dme:Dmel_CG7889
K22697	dme:Dmel_CG32380
K04224	dme:Dmel_CG7887
K22803	dme:Dmel_CG32438
K22735	dme:Dmel_CG34413
K22758	dme:Dmel_CG5010
K10053	dme:Dmel_CG3385
K22804	dme:Dmel_CG5524
K22744	dme:Dmel_CG13373
K01076	dme:Dmel_CG33096
K04170	dme:Dmel_CG30106
K22815	dme:Dmel_CG7485
K22866	dme:Dmel_CG5359
K04170	dme:Dmel_CG14593
K05052	dme:Dmel_CG8795
K22869	dme:Dmel_CG15701
K13915	dme:Dmel_CG16799
K05052	dme:Dmel_CG8784
K05052	dme:Dmel_CG14575
K22870	dme:Dmel_CG42702
K22867	dme:Dmel_CG13999
K22863	dme:Dmel_CG17657
K22816	dme:Dmel_CG11577
K04194	dme:Dmel_CG32540
K22861	dme:Dmel_CG13396
K08635	dme:Dmel_CG9761
K08635	dme:Dmel_CG9565
K08635	dme:Dmel_CG4058
K22872	dme:Dmel_CG7285
K22873	dme:Dmel_CG3171
K22855	dme:Dmel_CG9154
K22856	dme:Dmel_CG9643
K04144	dme:Dmel_CG9652
K22830	dme:Dmel_CG17680
K22763	dme:Dmel_CG12231
K22763	dme:Dmel_CG7222
K22827	dme:Dmel_CG4495
K22827	dme:Dmel_CG4704
K22766	dme:Dmel_CG3326
K19511	dme:Dmel_CG42331
K22825	dme:Dmel_CG13142
K08375	dme:Dmel_CG10823
K04194	dme:Dmel_CG42301
K04145	dme:Dmel_CG33517
K04134	dme:Dmel_CG12796
K22817	dme:Dmel_CG11329
K08635	dme:Dmel_CG14527
K08635	dme:Dmel_CG3775
K04148	dme:Dmel_CG18741
K22862	dme:Dmel_CG16993
K22872	dme:Dmel_CG13702
K04131	dme:Dmel_CG7918
K13802	dme:Dmel_CG4550
K22687	dme:Dmel_CG11062
K22756	dme:Dmel_CG13732
K16639	dme:Dmel_CG12375
K22807	dme:Dmel_CG7670
K22824	dme:Dmel_CG6315
K22900	dme:Dmel_CG12822
K00810	dme:Dmel_CG5876
K22910	dme:Dmel_CG3496
K24200	dme:Dmel_CG15624
K24200	dme:Dmel_CG11262
K24727	dme:Dmel_CG33080
K22919	dme:Dmel_CG18314
K22913	dme:Dmel_CG17840
K05199	dme:Dmel_CG8442
K07575	dme:Dmel_CG5941
K26203	dme:Dmel_CG8985
K23112	dme:Dmel_CG7044
K23820	dme:Dmel_CG31004
K24095	dme:Dmel_CG11807
K23151	dme:Dmel_CG5013
K24030	dme:Dmel_CG11253
K23093	dme:Dmel_CG16790
K23114	dme:Dmel_CG11474
K23164	dme:Dmel_CG17221
