tca	ncbi	ko	pathway	pathname
662347	XP_008195660	K01800	map01120	Microbial metabolism in diverse environments
662348	XP_008196084			
662349	XP_008196537	K00710	map00512	Mucin type O-glycan biosynthesis
662349	XP_008196537	K00710	map00514	Other types of O-glycan biosynthesis
662349	XP_008196537	K00710	map01100	
662350	XP_973544	K22804		
662351	XP_973545	K05030	map04924	Renin secretion
662351	XP_973545	K05030	map04972	Pancreatic secretion
662352	XP_973546	K04382	map03015	mRNA surveillance pathway
662352	XP_973546	K04382	map04013	MAPK signaling pathway - fly
662352	XP_973546	K04382	map04071	Sphingolipid signaling pathway
662352	XP_973546	K04382	map04110	Cell cycle
662352	XP_973546	K04382	map04111	Cell cycle - yeast
662352	XP_973546	K04382	map04113	Meiosis - yeast
662352	XP_973546	K04382	map04114	Oocyte meiosis
662352	XP_973546	K04382	map04136	Autophagy - other
662352	XP_973546	K04382	map04138	Autophagy - yeast
662352	XP_973546	K04382	map04140	Autophagy - animal
662352	XP_973546	K04382	map04151	PI3K-Akt signaling pathway
662352	XP_973546	K04382	map04152	AMPK signaling pathway
662352	XP_973546	K04382	map04261	Adrenergic signaling in cardiomyocytes
662352	XP_973546	K04382	map04350	TGF-beta signaling pathway
662352	XP_973546	K04382	map04390	Hippo signaling pathway
662352	XP_973546	K04382	map04391	Hippo signaling pathway - fly
662352	XP_973546	K04382	map04530	Tight junction
662352	XP_973546	K04382	map04660	T cell receptor signaling pathway
662352	XP_973546	K04382	map04728	Dopaminergic synapse
662352	XP_973546	K04382	map04730	Long-term depression
662352	XP_973546	K04382	map05142	Chagas disease
662352	XP_973546	K04382	map05160	Hepatitis C
662352	XP_973546	K04382	map05165	Human papillomavirus infection
662353	NP_001164246	K24721		
662354	NP_001164115	K20009	map04214	Apoptosis - fly
662354	NP_001164115	K20009	map04215	Apoptosis - multiple species
662355	XP_008198265	K17725	map00920	Sulfur metabolism
662355	XP_008198265	K17725	map01100	
662355	XP_008198265	K17725	map01120	Microbial metabolism in diverse environments
662356	XP_015839092			
662357	XP_973551	K22649		
662358	XP_008200507	K07378	map04514	Cell adhesion molecules
662360	XP_975962			
662361	XP_008200927	K25228	map04110	Cell cycle
662361	XP_008200927	K25228	map04114	Oocyte meiosis
662361	XP_008200927	K25228	map04120	Ubiquitin mediated proteolysis
662361	XP_008200927	K25228	map04914	Progesterone-mediated oocyte maturation
662361	XP_008200927	K25228	map05166	Human T-cell leukemia virus 1 infection
662363	XP_008201012			
662365	XP_008190624			
662367	XP_008191644	K08813		
662368	XP_973561	K12826	map03040	Spliceosome
662370	XP_008192850			
662371	XP_973564	K00552	map00260	Glycine, serine and threonine metabolism
662371	XP_973564	K00552	map00270	Cysteine and methionine metabolism
662371	XP_973564	K00552	map00670	One carbon pool by folate
662371	XP_973564	K00552	map01100	
662372	XP_015835264	K26457		
662373	XP_973566	K24426		
662374	XP_015835805			
662377	XP_973569	K20101		
662378	XP_973570	K19367	map04144	Endocytosis
662379	XP_973571	K02738	map03050	Proteasome
662379	XP_973571	K02738	map05010	Alzheimer disease
662379	XP_973571	K02738	map05012	Parkinson disease
662379	XP_973571	K02738	map05014	Amyotrophic lateral sclerosis
662379	XP_973571	K02738	map05016	Huntington disease
662379	XP_973571	K02738	map05017	Spinocerebellar ataxia
662379	XP_973571	K02738	map05020	Prion disease
662379	XP_973571	K02738	map05022	Pathways of neurodegeneration - multiple diseases
662380	XP_008195175			
662381	XP_008199733			
662382	XP_008195658	K14944		
662383	XP_008196085			
662384	XP_973575			
662385	XP_973576	K18258		
662386	XP_015838081	K22670	map04060	Cytokine-cytokine receptor interaction
662387	XP_973578	K03165	map03440	Homologous recombination
662387	XP_973578	K03165	map03460	Fanconi anemia pathway
662388	XP_973579	K14753	map05162	Measles
662389	XP_008197600	K06210	map00760	Nicotinate and nicotinamide metabolism
662389	XP_008197600	K06210	map01100	
662389	XP_008197600	K06210	map01240	Biosynthesis of cofactors
662390	XP_973581	K13347	map04146	Peroxisome
662391	XP_008198524	K24931		
662392	XP_973583	K11251	map03082	ATP-dependent chromatin remodeling
662392	XP_973583	K11251	map04217	Necroptosis
662392	XP_973583	K11251	map04613	Neutrophil extracellular trap formation
662392	XP_973583	K11251	map05034	Alcoholism
662392	XP_973583	K11251	map05322	Systemic lupus erythematosus
662393	XP_973584	K01870	map00970	Aminoacyl-tRNA biosynthesis
662394	XP_008201118			
662395	XP_008201603	K08371		
662396	XP_008190292			
662397	XP_973588			
662398	XP_015832952			
662400	XP_015834916	K02900	map03010	Ribosome
662400	XP_015834916	K02900	map05171	Coronavirus disease - COVID-19
662401	XP_973591	K11790		
662402	XP_015834714	K12231		
662403	XP_973593	K19514	map04614	Renin-angiotensin system
662404	XP_008193324			
662405	XP_008193511	K10398	map04814	Motor proteins
662406	XP_973596	K11423	map00310	Lysine degradation
662406	XP_973596	K11423	map01100	
662407	XP_973597	K20298		
662408	XP_015835639	K19530		
662410	XP_008194648	K02735	map03050	Proteasome
662410	XP_008194648	K02735	map05010	Alzheimer disease
662410	XP_008194648	K02735	map05012	Parkinson disease
662410	XP_008194648	K02735	map05014	Amyotrophic lateral sclerosis
662410	XP_008194648	K02735	map05016	Huntington disease
662410	XP_008194648	K02735	map05017	Spinocerebellar ataxia
662410	XP_008194648	K02735	map05020	Prion disease
662410	XP_008194648	K02735	map05022	Pathways of neurodegeneration - multiple diseases
662411	XP_973601			
662412	XP_008195784	K26392		
662413	XP_008196368	K23951		
662414	XP_973604	K09495		
662415	XP_015837001			
662416	XP_008195435			
662417	XP_008195656			
662419	XP_973609			
662420	XP_973610	K14463	map04975	Fat digestion and absorption
662421	XP_976424			
662422	XP_008197523	K21435		
662423	XP_973612	K00733	map00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
662423	XP_973612	K00733	map00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin
662423	XP_973612	K00733	map01100	
662425	XP_001812933	K11290		
662426	XP_008199443			
662427	XP_008200508	K24485		
662428	XP_015840491			
662429	XP_973616	K22566		
662430	XP_008201351	K15119		
662431	XP_973618	K00826	map00270	Cysteine and methionine metabolism
662431	XP_973618	K00826	map00280	Valine, leucine and isoleucine degradation
662431	XP_973618	K00826	map00290	Valine, leucine and isoleucine biosynthesis
662431	XP_973618	K00826	map00770	Pantothenate and CoA biosynthesis
662431	XP_973618	K00826	map00966	Glucosinolate biosynthesis
662431	XP_973618	K00826	map01100	
662431	XP_973618	K00826	map01110	Biosynthesis of secondary metabolites
662431	XP_973618	K00826	map01210	2-Oxocarboxylic acid metabolism
662431	XP_973618	K00826	map01230	Biosynthesis of amino acids
662431	XP_973618	K00826	map01240	Biosynthesis of cofactors
662432	XP_973619	K15003		
662433	XP_008190487			
662434	XP_008190570			
662435	XP_008190919			
662436	XP_973623	K02929	map03010	Ribosome
662436	XP_973623	K02929	map05171	Coronavirus disease - COVID-19
662437	XP_008191843	K06678	map04111	Cell cycle - yeast
662438	NP_001071091	K09385	map04068	FoxO signaling pathway
662439	XP_008192604	K14688	map04978	Mineral absorption
662440	XP_973627	K19757		
662441	XP_973628	K02513	map00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin
662442	XP_008193326			
662443	XP_008193509	K04443	map04010	MAPK signaling pathway
662443	XP_008193509	K04443	map04148	Efferocytosis
662443	XP_008193509	K04443	map04218	Cellular senescence
662443	XP_008193509	K04443	map04361	Axon regeneration
662443	XP_008193509	K04443	map04370	VEGF signaling pathway
662443	XP_008193509	K04443	map04625	C-type lectin receptor signaling pathway
662443	XP_008193509	K04443	map04722	Neurotrophin signaling pathway
662443	XP_008193509	K04443	map05167	Kaposi sarcoma-associated herpesvirus infection
662443	XP_008193509	K04443	map05203	Viral carcinogenesis
662444	XP_008193718			
662445	XP_973632	K02964	map03010	Ribosome
662445	XP_973632	K02964	map05171	Coronavirus disease - COVID-19
662446	XP_008194204			
662448	XP_973635			
662449	NP_001280537			
662450	XP_008196370	K23605	map04068	FoxO signaling pathway
662450	XP_008196370	K23605	map04110	Cell cycle
662450	XP_008196370	K23605	map04144	Endocytosis
662450	XP_008196370	K23605	map04218	Cellular senescence
662450	XP_008196370	K23605	map04310	Wnt signaling pathway
662450	XP_008196370	K23605	map04350	TGF-beta signaling pathway
662450	XP_008196370	K23605	map04371	Apelin signaling pathway
662450	XP_008196370	K23605	map04390	Hippo signaling pathway
662450	XP_008196370	K23605	map04520	Adherens junction
662450	XP_008196370	K23605	map04550	Signaling pathways regulating pluripotency of stem cells
662450	XP_008196370	K23605	map04659	Th17 cell differentiation
662450	XP_008196370	K23605	map04933	AGE-RAGE signaling pathway in diabetic complications
662450	XP_008196370	K23605	map05161	Hepatitis B
662450	XP_008196370	K23605	map05166	Human T-cell leukemia virus 1 infection
662450	XP_008196370	K23605	map05200	Pathways in cancer
662450	XP_008196370	K23605	map05210	Colorectal cancer
662450	XP_008196370	K23605	map05212	Pancreatic cancer
662450	XP_008196370	K23605	map05220	Chronic myeloid leukemia
662450	XP_008196370	K23605	map05225	Hepatocellular carcinoma
662450	XP_008196370	K23605	map05226	Gastric cancer
662450	XP_008196370	K23605	map05321	Inflammatory bowel disease
662450	XP_008196370	K23605	map05415	Diabetic cardiomyopathy
662451	XP_015836706	K13800	map00240	Pyrimidine metabolism
662451	XP_015836706	K13800	map00983	Drug metabolism - other enzymes
662451	XP_015836706	K13800	map01100	
662451	XP_015836706	K13800	map01232	Nucleotide metabolism
662451	XP_015836706	K13800	map01240	Biosynthesis of cofactors
662452	NP_001103424	K04804	map04080	Neuroactive ligand-receptor interaction
662453	XP_015837110	K19683		
662454	XP_973641			
662455	XP_008196540			
662456	XP_973643	K03037	map03050	Proteasome
662456	XP_973643	K03037	map05010	Alzheimer disease
662456	XP_973643	K03037	map05012	Parkinson disease
662456	XP_973643	K03037	map05014	Amyotrophic lateral sclerosis
662456	XP_973643	K03037	map05016	Huntington disease
662456	XP_973643	K03037	map05017	Spinocerebellar ataxia
662456	XP_973643	K03037	map05020	Prion disease
662456	XP_973643	K03037	map05022	Pathways of neurodegeneration - multiple diseases
662456	XP_973643	K03037	map05169	Epstein-Barr virus infection
662458	XP_008197270	K23791		
662460	XP_008197601			
662461	NP_001164116	K08818		
662463	XP_015839833			
662464	XP_008194354	K21890		
662465	XP_973650	K14549	map03008	Ribosome biogenesis in eukaryotes
662466	XP_008201605	K18168		
662467	XP_973652	K05309	map00590	Arachidonic acid metabolism
662467	XP_973652	K05309	map01100	
662468	XP_973653	K20827		
662469	XP_973654	K18463	map04144	Endocytosis
662469	XP_973654	K18463	map04212	Longevity regulating pathway - worm
662470	XP_008191844	K05096	map04010	MAPK signaling pathway
662470	XP_008191844	K05096	map04014	Ras signaling pathway
662470	XP_008191844	K05096	map04015	Rap1 signaling pathway
662470	XP_008191844	K05096	map04020	Calcium signaling pathway
662470	XP_008191844	K05096	map04066	HIF-1 signaling pathway
662470	XP_008191844	K05096	map04151	PI3K-Akt signaling pathway
662470	XP_008191844	K05096	map04510	Focal adhesion
662470	XP_008191844	K05096	map05202	Transcriptional misregulation in cancer
662470	XP_008191844	K05096	map05323	Rheumatoid arthritis
662471	XP_973656			
662472	XP_973657	K11979		
662473	XP_973658	K05673	map01523	Antifolate resistance
662473	XP_973658	K05673	map02010	ABC transporters
662473	XP_973658	K05673	map04024	cAMP signaling pathway
662473	XP_973658	K05673	map04976	Bile secretion
662473	XP_973658	K05673	map04981	Folate transport and metabolism
662474	XP_015835504			
662475	XP_973660	K00232	map00071	Fatty acid degradation
662475	XP_973660	K00232	map00410	beta-Alanine metabolism
662475	XP_973660	K00232	map00592	alpha-Linolenic acid metabolism
662475	XP_973660	K00232	map00640	Propanoate metabolism
662475	XP_973660	K00232	map01040	Biosynthesis of unsaturated fatty acids
662475	XP_973660	K00232	map01100	
662475	XP_973660	K00232	map01110	Biosynthesis of secondary metabolites
662475	XP_973660	K00232	map01200	Carbon metabolism
662475	XP_973660	K00232	map01212	Fatty acid metabolism
662475	XP_973660	K00232	map03320	PPAR signaling pathway
662475	XP_973660	K00232	map04024	cAMP signaling pathway
662475	XP_973660	K00232	map04146	Peroxisome
662475	XP_973660	K00232	map04936	Alcoholic liver disease
662476	XP_973661	K02906	map03010	Ribosome
662478	XP_008194205			
662480	XP_015836358	K20184	map04138	Autophagy - yeast
662480	XP_015836358	K20184	map04140	Autophagy - animal
662480	XP_015836358	K20184	map04148	Efferocytosis
662480	XP_015836358	K20184	map05132	Salmonella infection
662482	XP_008194839	K21772		
662483	XP_001813875			
662484	XP_973669	K02503		
662485	XP_973670			
662486	XP_973671	K02212	map03030	DNA replication
662486	XP_973671	K02212	map04110	Cell cycle
662486	XP_973671	K02212	map04111	Cell cycle - yeast
662486	XP_973671	K02212	map04113	Meiosis - yeast
662487	XP_015837111	K06519	map04150	mTOR signaling pathway
662487	XP_015837111	K06519	map04216	Ferroptosis
662487	XP_015837111	K06519	map04974	Protein digestion and absorption
662488	XP_015837847	K14005	map04141	Protein processing in endoplasmic reticulum
662490	XP_973675			
662491	XP_008197272	K15164	map04919	Thyroid hormone signaling pathway
662493	XP_015838662	K07298	map04068	FoxO signaling pathway
662493	XP_015838662	K07298	map04140	Autophagy - animal
662493	XP_015838662	K07298	map04150	mTOR signaling pathway
662493	XP_015838662	K07298	map04151	PI3K-Akt signaling pathway
662493	XP_015838662	K07298	map04152	AMPK signaling pathway
662493	XP_015838662	K07298	map04211	Longevity regulating pathway
662493	XP_015838662	K07298	map04530	Tight junction
662493	XP_015838662	K07298	map04920	Adipocytokine signaling pathway
662494	XP_008198052	K08818		
662495	XP_973680	K09027	map04141	Protein processing in endoplasmic reticulum
662495	XP_973680	K09027	map04932	Non-alcoholic fatty liver disease
662495	XP_973680	K09027	map05010	Alzheimer disease
662495	XP_973680	K09027	map05012	Parkinson disease
662495	XP_973680	K09027	map05014	Amyotrophic lateral sclerosis
662495	XP_973680	K09027	map05017	Spinocerebellar ataxia
662495	XP_973680	K09027	map05022	Pathways of neurodegeneration - multiple diseases
662495	XP_973680	K09027	map05417	Lipid and atherosclerosis
662496	XP_008199447	K24943		
662497	XP_973682	K01540	map04022	cGMP-PKG signaling pathway
662497	XP_973682	K01540	map04024	cAMP signaling pathway
662497	XP_973682	K01540	map04260	Cardiac muscle contraction
662497	XP_973682	K01540	map04261	Adrenergic signaling in cardiomyocytes
662497	XP_973682	K01540	map04820	Cytoskeleton in muscle cells
662497	XP_973682	K01540	map04911	Insulin secretion
662497	XP_973682	K01540	map04918	Thyroid hormone synthesis
662497	XP_973682	K01540	map04919	Thyroid hormone signaling pathway
662497	XP_973682	K01540	map04925	Aldosterone synthesis and secretion
662497	XP_973682	K01540	map04960	Aldosterone-regulated sodium reabsorption
662497	XP_973682	K01540	map04961	Endocrine and other factor-regulated calcium reabsorption
662497	XP_973682	K01540	map04964	Proximal tubule bicarbonate reclamation
662497	XP_973682	K01540	map04970	Salivary secretion
662497	XP_973682	K01540	map04971	Gastric acid secretion
662497	XP_973682	K01540	map04972	Pancreatic secretion
662497	XP_973682	K01540	map04973	Carbohydrate digestion and absorption
662497	XP_973682	K01540	map04974	Protein digestion and absorption
662497	XP_973682	K01540	map04976	Bile secretion
662497	XP_973682	K01540	map04978	Mineral absorption
662498	XP_973683			
662499	XP_967557			
662500	XP_973684	K11803		
662501	XP_015840550			
662502	XP_008190293	K09103		
662503	XP_015832895			
662504	NP_001280544			
662505	XP_973689	K04555	map04120	Ubiquitin mediated proteolysis
662505	XP_973689	K04555	map04141	Protein processing in endoplasmic reticulum
662505	XP_973689	K04555	map05012	Parkinson disease
662505	XP_973689	K04555	map05022	Pathways of neurodegeneration - multiple diseases
662506	XP_008191747			
662507	XP_973691	K09385	map04068	FoxO signaling pathway
662508	XP_973692			
662509	XP_973693	K05673	map01523	Antifolate resistance
662509	XP_973693	K05673	map02010	ABC transporters
662509	XP_973693	K05673	map04024	cAMP signaling pathway
662509	XP_973693	K05673	map04976	Bile secretion
662509	XP_973693	K05673	map04981	Folate transport and metabolism
662510	XP_015835506			
662511	XP_008193719			
662512	XP_015835828	K11248	map04140	Autophagy - animal
662512	XP_015835828	K11248	map04144	Endocytosis
662513	XP_973697			
